WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,duration,views
1876,54.4,76.74,52.5,65.16,17.53,15.25,85.5,57.68,16.26,9.01,1.65,1.92,1.07,0.8,3.57,7.25,6.93,15.14,9.28,7.36,7.52,1.07,18.28,3.57,1.97,1.71,0.96,3.09,4.32,3.2,1.12,0.05,0.53,0.11,10.39,0.11,0.16,0.59,0.27,11.62,2.56,1.65,0.96,2.56,1.81,3.14,2.35,1.23,1.01,0.11,1.39,0.32,0.48,0,0.59,6.4,2.45,0.69,1.71,1.39,0.27,4.53,11.78,1.01,15.78,2.35,8.42,5.33,1.55,0.53,0.16,0.69,0.05,0.16,0.48,0.21,0,0.11,0.05,0.05,19.78,6.88,6.24,0.32,0.27,0.37,0,0.11,0.37,3.52,1.71,0,606,2398373
2566,41.8,68.41,43.06,78.59,19.01,15.08,89.67,59.59,18.24,8.73,3.27,2.18,1.6,0.62,1.05,9.51,8.34,12.12,9.12,6.86,9.35,0.74,17.03,3.16,1.56,1.91,1.25,2.22,3.98,3.39,0.51,0.04,0.31,0.08,9.04,0.12,0.23,0.16,0.66,12.74,2.26,2.26,1.4,2.18,1.25,4.01,3.66,1.99,0.97,0.47,1.4,0.58,0.31,0.27,0.31,7.72,3.04,1.91,1.52,1.25,0.12,4.36,11.77,1.13,12.43,2.65,6.78,3.16,3.27,0.55,0.47,0.35,0.04,0.08,0.19,0,0.04,0.04,0.12,0,21.2,5.57,9.78,0.47,0.27,0.31,0,0.31,0.62,2.26,1.56,0.04,1063,1109822
2039,37.25,31.02,83.84,70.95,24.87,15.5,90.63,60.32,17.85,9.32,7.5,0.2,0.78,0.15,0.69,8.53,7.75,13.34,10.25,8.29,9.47,0.74,18.39,3.04,1.77,2.06,1.42,2.8,3.53,2.94,0.54,0.05,0.05,0,4.51,0.05,0.05,0.05,0.25,14.81,3.63,2.31,2.01,3.09,1.81,2.21,2.99,0.93,1.08,0.49,1.77,0.49,0.34,0.2,0.29,4.12,0.93,1.23,1.37,0.69,0.39,4.41,9.96,1.28,15.74,3.33,7.01,5.84,1.03,1.28,0.15,0.05,0,0,0.15,0,0,0.05,0.1,0,20.5,5.49,7.99,0.05,0,0.05,0.05,0.15,0.59,3.78,2.35,0,944,672113
3127,33.14,77.19,29.2,47.03,13.84,17.05,85.51,58.49,18.23,7.99,1.57,3.23,1.6,0.45,1.15,10.2,6.36,12.15,10.36,7.68,7.45,1.85,18.8,3.81,1.98,2.3,1.47,2.75,3.9,2.53,1.38,0.19,0.22,0.06,10.39,0.16,0,0.06,0.48,15.77,2.88,2.4,1.95,3.84,2.65,4.32,1.95,0.67,1.02,0.26,1.28,0.8,0.26,0.03,0.13,7.48,3.49,0.9,1.12,1.57,0.74,3.29,12.6,1.31,11.35,1.85,6.01,3.58,0.74,0.35,0.16,0.16,0.03,0.22,0.96,0.03,0.03,0.32,0.67,0,23.89,6.94,9.15,0.74,0.03,1.31,0.03,0.19,0.51,3.97,0.96,0.06,1168,735638
3172,41.5,82.22,35.22,65.2,15.03,16.3,85.4,58.35,18.1,8.8,0.98,2.46,2.55,0.19,2.62,9.3,7.57,12.17,10.28,6.4,7.5,1.42,17.88,3.15,1.8,1.89,1.92,1.95,2.77,2.43,0.35,0.06,0.03,0.13,10.03,0.06,0.09,0.03,0.22,10.84,1.95,2.27,1.58,2.62,1.13,3.4,3.75,2.33,0.69,0.57,2.11,1.67,0.22,0,0.13,7.16,2.9,1.51,2.08,0.73,0.09,2.3,14.6,1.58,14.16,3.15,7.91,3.15,1.92,0.57,0.09,0.09,0.03,0.06,0.47,0,0,0.16,0.35,0,21.91,6.49,7.35,0.28,0.09,0.82,0.09,0.91,0.13,4.54,1.2,0,1222,799797
3107,35.2,67.15,47.75,70.03,14.45,14.48,90.31,59.25,17.83,8.66,3.09,2,2.06,0.58,0.93,9.17,6.95,12.55,11.43,6.4,7.92,2.19,20.12,3.57,1.71,1.64,3.54,2.12,3.41,2.86,0.51,0.13,0.16,0.1,9.98,0.13,0.1,0,0.77,12.23,1.8,2.12,1.74,2.86,1.22,4.31,2.35,0.97,0.97,0.26,0.51,0.32,0.1,0.03,0.06,7.95,2.35,1.03,3.12,2.12,0.1,5.5,11.75,1.51,13.78,2.74,6.98,4.22,3.8,0.45,0.35,1.26,0.13,0,0.8,0,0.06,0.55,0.19,0,21.95,7.21,8.18,0.1,0,0.32,0.03,0.45,1.22,4.25,0.19,0,1000,398643
3303,33.65,75.41,48.86,63.08,16.85,16.17,90.46,61.46,19.41,7.33,1.48,2.72,2.27,0.42,0.42,12.08,7.63,12.47,10.66,9.36,6.51,1.03,19.71,5.21,2.97,2.18,1,2.57,3.36,2.66,0.7,0.15,0.06,0.15,8.14,0,0.12,0.03,0.61,10.93,1.24,2.42,1,2.42,1.18,3.75,3.06,2.03,0.61,0.39,1.63,1.21,0.45,0.03,0.03,8.45,3.48,1.76,1.6,1.88,0.21,3.69,15.05,2.12,15.77,3.88,6.42,5.78,1.54,1.12,0.12,0.03,0,0.06,0.42,0,0,0.12,0.27,0.03,19.59,6.75,7.48,0.15,0.03,0.09,0,0.12,0.12,4.06,0.79,0,1100,325148
3290,45.27,78.63,39.03,27.29,15.67,14.92,90.73,58.33,18.72,11.95,4.53,2.07,1.43,3.25,0.67,6.75,6.81,13.8,9.82,5.35,7.72,1.61,18.72,3.28,1.52,1.91,1.58,2.1,4.5,2.25,2.16,0.21,0.52,0.46,13.65,0.12,0.06,0.43,3.56,11.46,2.86,1.64,1.52,2.77,1.55,3.04,3.59,0.85,2.34,0.24,1.67,0.49,0.91,0.03,0.18,7.66,2.49,1,3.19,0.76,0.64,7.17,10.24,0.94,13.68,1.76,6.78,5.2,2.13,0.4,0.36,0.24,1.91,0.91,0.27,0.03,0,0.09,0.15,0,21.49,6.5,7.23,0.24,0,0.7,0.09,0.36,2.43,3.37,0.49,0.06,1580,1532675
353,79.63,81.77,47.87,73.39,18.58,19.55,81.87,50.71,12.75,7.37,1.7,2.83,1.13,0,1.7,5.38,8.22,15.01,5.95,6.8,6.8,0.28,13.03,3.4,1.13,0.85,1.42,3.68,2.55,2.55,0,0,0,0,8.5,0,0.28,0,0,8.22,1.13,3.12,0.57,0.85,1.13,1.42,1.98,1.13,0.57,0.28,0.28,0,0,0.28,0,7.08,4.53,1.13,1.13,1.13,0,4.82,8.22,0.57,17,3.4,7.65,6.8,5.38,1.13,0.28,1.42,0,0,0.28,0,0,0,0.28,0,19.55,6.8,7.37,0,0,0,0,1.42,0,3.4,0.57,0,153,294961
2641,63.89,79.43,44.84,61.68,17.97,16.43,87.09,55.93,16.24,6.63,1.14,1.36,2.76,0.3,1.06,9.62,8.44,14.39,9.05,6.85,5.68,0.98,16.62,4.66,2.42,2.46,1.48,2.46,3.41,2.65,0.76,0.04,0.27,0.08,8.75,0.04,0.08,0.04,0.45,10.07,1.93,2.27,0.91,2.31,1.51,2.46,3.45,1.7,0.68,0.76,0.95,0.19,0.19,0.15,0.42,6.7,2.46,1.63,1.89,1.02,0.15,3.56,12.57,1.29,15.9,2.39,9.31,4.32,2.04,1.02,0.42,0.57,0.04,0.04,0.57,0.08,0.11,0.19,0.19,0.04,20.07,5.6,8.41,0.11,0,0.57,0,0.76,0.3,3.86,0.45,0,921,282994
3522,29.88,74.32,36.55,48.42,16.77,15.05,87.99,61.7,20.02,7.13,1.87,2.7,2.21,0.03,0.31,12.86,7.47,12.75,12.49,7.01,7.72,1.31,20.39,3.52,2.21,1.93,3.38,3.63,1.45,1.33,0.11,0,0.06,0,8.63,0.03,0.09,0.03,0,13.91,3.41,0.91,2.04,2.92,2.78,3.8,1.99,0.88,0.71,0.17,0.62,0.43,0.17,0,0.03,5.51,3.21,0.91,0.88,0.62,0.11,2.64,13.94,2.41,11.93,2.21,6.62,3.21,1.53,0.31,0.03,0.4,0.03,0,0.2,0.03,0,0,0.09,0.09,20.53,6.27,8.09,0.09,0.09,0.17,0,0.14,0.62,4.94,0.11,0,1174,1358292
2788,42.98,75.91,40.68,36.5,20.06,17.18,86.33,59.83,18.04,7.03,1.47,1.18,3.3,0.14,0.93,11.01,8.21,13.09,10.4,7.78,7.86,0.65,17.18,3.16,2.08,3.01,2.04,2.08,1.4,1,0.39,0.07,0.04,0.11,7.68,0,0.07,0,0.14,9.58,2.19,2.22,0.82,1.65,0.72,2.98,2.83,2.3,0.36,0.11,2.26,2.15,0.07,0,0,5.06,1.4,0.93,1.65,1.04,0.18,2.15,13.92,1.33,13.92,2.8,7.68,3.62,2.15,0.61,0.25,0.22,0,0,0.25,0.04,0,0.22,0,0,16.25,5.56,6.31,0.29,0.14,0.29,0,0,0.22,3.16,0.29,0,982,580298
2740,52.3,76.73,22.65,50.28,14.65,14.45,83.8,56.5,16.72,7.19,1.31,1.35,3.61,0.22,0.69,9.53,8.32,11.82,8.91,5.58,8.36,0.73,16.28,3.83,1.42,1.75,1.9,2.48,1.9,1.61,0.29,0,0,0,7.96,0,0.04,0.07,0.22,13.69,2.15,2.85,2.77,3.47,1.2,3.58,2.48,1.75,0.55,0.15,1.17,0.84,0.15,0.04,0.15,6.53,1.61,1.17,2.52,1.28,0.22,2.85,13.25,1.31,12.45,2.26,8.03,2.26,2.66,0.66,0.04,0.15,0.07,0.11,0.4,0,0,0.11,0.29,0,18.91,7.01,7.26,0.11,0,0.58,0,0.51,0.58,2.19,0.58,0.07,953,2161846
2693,65.79,84.65,45.67,84.64,18.07,16.52,87.63,54.44,15.15,8.21,1.6,3.04,2.97,0.07,0.52,6.94,8.73,13.26,9.06,4.86,7.02,1.15,17.45,2.9,1.08,1.04,4.01,1.19,5.24,4.27,0.93,0.3,0.26,0.11,9.43,0.11,0.19,0,0.11,9.88,2.86,1.34,1.49,2.6,1.19,2.49,1.41,0.63,0.45,0.19,0.56,0.15,0.22,0.07,0.15,12.51,3.86,3.53,3.34,3.97,0.33,3.38,11.81,2.12,14.96,4.05,7.5,4.08,3.56,0.74,0.11,3.08,0.07,0.11,0.3,0,0.04,0.07,0.19,0,20.57,6.09,7.91,0.3,0,0.45,0.04,0.56,0.74,3.56,0.89,0.04,931,504508
5216,77.42,79.24,29.52,53.52,20.45,18.96,83.88,52.07,13.06,5.89,1.23,1.69,1.78,0.36,0.82,7.17,9.32,13.78,8.05,4.77,6.86,0.77,15.59,3.83,2.05,1.53,2.24,2.32,3.7,2.55,1.07,0.25,0.23,0.23,8.91,0.08,0.13,0.31,0.65,10.37,2.28,2.13,1.11,1.94,1.63,2.19,2.8,1.4,1.04,0.25,0.71,0.27,0.19,0.08,0.17,7.32,2.7,1.44,2.11,1.23,0.42,3.99,10.14,1.17,13.55,1.92,7.19,4.64,4.28,2.42,0.4,1.17,0.06,0.17,0.56,0.06,0.12,0.13,0.31,0,20.09,5.85,7.38,1.46,0,0.4,0.04,0.46,0.58,3.16,0.77,0,1899,250722
3696,50.49,81.4,31.13,61.17,17.6,14.23,87.74,57.55,15.72,7.55,1.03,3.71,1.73,0.08,1,8.17,7.2,14.58,10.5,7.22,8.33,0.78,19.16,3.19,1.6,1.43,3.27,2.19,2.73,2.3,0.43,0.03,0.08,0.11,8.9,0.05,0,0,0.11,11.61,2.11,1.33,1.68,3.73,1.19,3.54,2.19,1.27,0.51,0.38,0.24,0.05,0.08,0,0.05,9.6,4.03,1.6,2.19,2.22,0.24,3.81,13.26,0.95,13.12,2.79,7.41,3.08,4.76,3.08,0.22,1.52,0.05,0.05,0.76,0.05,0,0.19,0.35,0.16,19.62,5.74,7.77,0.05,0,0.57,0,1.03,0.16,4.14,0.05,0.11,1206,445781
3182,32.97,82.07,54.14,57.26,13.72,13.76,90.35,59.11,21.18,12.35,4.43,0.63,6.57,0.09,0.63,8.83,6.73,12.54,11.66,5.12,6.51,1.92,21.97,3.24,1.76,3.21,2.36,2.45,2.73,2.2,0.53,0,0.06,0.06,12.32,0.03,0.19,0.03,0.28,13.95,2.8,2.45,2.23,3.33,1.67,3.96,2.48,1.32,0.6,0.22,0.63,0.16,0.19,0.16,0.09,6.63,1.26,1.63,1.89,2.61,0.28,2.77,17.22,1.76,12.76,2.33,6.63,4.09,3.96,0.19,0.16,2.61,0.16,0.06,0.41,0.03,0,0.09,0.19,0.06,22.72,6.76,6.76,0.63,0.38,1.6,0.35,0.5,0.75,4.93,0.06,0,879,1008394
3724,22.97,75.25,46.77,63.96,12.25,11.12,89.85,60.61,19.95,11.6,4.54,1.8,2.77,0.99,1.5,8.35,7.36,10.39,10.31,7.92,9.77,1.1,19.87,2.77,1.91,1.26,1.5,2.71,2.77,2.39,0.38,0.03,0.08,0.03,10.77,0.3,0.43,0.46,1.07,11.71,2.15,2.26,0.94,3.03,1.21,2.87,3.44,1.58,1.02,0.75,2.15,1.21,0.35,0,0.51,5.96,2.44,1.13,1.4,1.18,0.05,4.43,14.07,1.66,12.89,2.39,6.63,4.14,1.64,1.5,0.24,0.54,0.11,0.03,1.21,0,0.19,0.38,0.38,0.16,24.57,8.14,9.08,0.11,0.03,0.38,0.08,0.43,1.18,4.35,0.75,0.05,1107,417769
3015,44.04,83.45,53.06,70.12,14.5,13.1,87.79,56.98,18.28,9.32,2.22,3.22,1.82,1.03,1.03,8.96,6.87,13,9.78,6.37,7.06,1.43,20.4,3.68,1.99,1.72,1.66,2.35,4.21,3.22,0.86,0.2,0.13,0.1,11.21,0.03,0.2,0.3,0.83,10.55,2.99,0.96,1.03,3.15,0.83,2.85,4.78,3.02,1.43,0.27,0.9,0.56,0.13,0,0.17,8.39,4.11,0.8,2.22,1.23,0.27,3.78,14.1,2.42,15.46,2.92,8.06,4.64,1.19,0.86,0.2,0.36,0.03,0.07,1.03,0.03,0.07,0.7,0.27,0,23.85,6.93,7.56,1.09,0.07,0.73,0.07,0.63,0.2,4.71,1.86,0,1127,602024
512,69.85,63,68.12,47.44,12.8,15.82,84.38,55.66,15.62,7.81,2.93,2.34,0.78,0.39,1.37,7.81,9.77,13.67,8.2,5.66,6.25,1.37,15.23,4.49,2.34,0.39,1.95,3.52,3.12,2.15,0.98,0.2,0,0.39,8.4,0,0.39,0,0.39,11.72,1.37,2.15,0.98,2.73,2.54,3.91,3.52,2.15,1.17,0.2,0.39,0.2,0.2,0,0,5.86,3.12,0.59,1.76,0.59,0,4.69,9.96,0,16.99,1.76,8.98,6.25,2.15,1.37,0.59,1.56,0.2,0,0,0,0,0,0,0,19.14,7.62,4.88,0.2,0,0,0,0.2,3.12,1.95,1.17,0,285,724833
2919,78.08,67.44,35.09,39.88,21.46,20.62,83.56,56.25,13.12,4.01,0.38,2.36,0.82,0,0.45,9.11,11.55,13.46,7.61,6.51,7.09,0.79,12.95,3.05,1.58,1.64,1.37,2.4,2.6,1.61,0.82,0.27,0.24,0.14,4.97,0,0.07,0,0.07,10.21,2.23,2.02,0.62,2.43,1.23,2.47,2.4,1.3,0.55,0.27,1.34,0.51,0.14,0,0.69,6.51,2.54,1.54,1.75,0.72,0.17,3.73,9.32,0.58,14.25,1.51,10.21,2.54,2.33,1.23,0.31,0.21,0.07,0.07,0.21,0,0,0.03,0.07,0.1,16.24,5.17,7.54,0.1,0,0.14,0,0.65,0.34,2.06,0.21,0.03,1164,583322
376,82.78,66.48,36.2,17.98,11.75,25,81.12,46.28,10.64,6.38,2.66,1.86,0.27,0,1.6,4.26,7.98,11.7,6.91,2.93,5.85,1.06,14.1,3.19,0.27,0.8,2.39,1.06,4.52,1.86,2.39,0.53,1.33,0.8,8.24,0,0,0,0,10.11,2.93,1.33,1.6,1.86,0.8,2.39,3.99,2.66,0.53,0.27,2.13,0.27,1.86,0,0,9.84,2.93,1.86,4.26,1.06,1.6,4.26,8.78,0.8,12.5,1.6,6.12,4.79,1.86,0,0,0,0,1.06,0,0,0,0,0,0,33.51,9.57,4.26,0.8,0,0.27,0,1.06,0.53,0.53,0,16.49,352,421212
3270,55.3,67.34,50.06,65.74,18.07,16.67,90.18,54.62,16.02,8.93,4.13,1.62,1.38,0.7,1.1,7.06,6.79,13.73,9.39,6.88,6.18,1.13,18.04,5.14,2.97,1.8,1.83,2.57,5.14,3.58,1.47,0.28,0.4,0.18,10.06,0.24,0.15,0.4,0.86,12.29,2.91,1.71,1.25,2.6,1.41,3.24,4.62,2.81,0.95,0.52,1.28,0.4,0.67,0,0.12,8.35,4.22,1.22,1.9,1.01,0.43,4.13,11.38,1.35,12.69,2.23,6.45,4.1,2.75,5.32,0.18,1.04,0,0.18,0.37,0.06,0,0.15,0.15,0,16.97,6.82,4.65,0.31,0.03,0.31,0,0.21,0.55,2.87,1.22,0,1266,1084634
3122,50.92,79.21,32.77,60.38,20.81,17.97,86.19,56.31,15.6,6.82,0.96,1.57,2.59,0.51,1.19,8.74,7.56,12.81,9.93,6.69,7.94,0.83,15.57,4.68,2.53,1.41,0.9,3.3,3.49,2.66,0.83,0.22,0.16,0.26,9.55,0.38,0.16,0.19,0.64,12.17,2.72,2.08,0.83,2.4,1.09,3.75,2.37,1.25,0.35,0.35,1.47,0.38,0.58,0.13,0.29,6.82,2.43,2.02,1.6,1.31,0.19,2.43,13.65,1.41,12.24,1.89,6.41,4.04,3.2,0.64,0.19,0.19,0.06,0.16,0.13,0.03,0.03,0.03,0.03,0,15.63,5.38,6.05,0.16,0.03,0.1,0,0.51,0.45,2.75,0.06,0.13,1060,313572
3289,61.05,72.33,56.31,68.79,16.53,15.87,85.77,55.03,15.32,6.93,1.67,2.46,2.01,0.18,0.61,8.39,7.87,13.38,9.85,5.17,6.51,1.43,17.24,4.35,2.31,1.46,2.55,3.04,3.89,3.01,0.73,0.03,0.06,0.18,7.54,0.09,0.12,0.06,0.24,10.7,2.19,1.43,1.22,2.89,1.4,2.98,2.68,1.64,0.7,0.24,0.94,0.36,0.36,0,0.21,8.63,2.92,2.46,2.43,1.79,0.18,3.01,12.62,1.43,16.51,3.25,8.24,5.41,2.28,0.67,0.18,0.18,0.03,0.03,0.3,0,0.03,0.15,0.12,0,19.79,6.35,6.2,0.7,0.33,0.21,0,1.09,0.06,3.68,1.16,0,1368,197139
344,33.19,72.92,62.83,78.93,8.39,12.5,87.79,55.81,21.22,14.83,6.1,0.29,4.36,4.07,0,6.4,7.56,9.88,9.01,5.23,6.4,2.62,20.64,1.74,1.74,1.74,0.87,1.74,4.65,3.78,0.87,0.29,0.29,0.29,15.41,0,1.16,2.91,3.2,13.08,4.07,0.58,1.16,2.03,1.16,4.94,5.52,0.87,3.78,0.58,1.74,0.87,0,0,0.87,4.36,1.45,0.29,1.45,1.16,0,0.58,18.6,1.45,13.08,2.33,6.98,4.07,1.16,0.87,0,0.29,0.87,0,0.87,0.29,0,0.29,0.29,0,39.53,11.05,9.59,0,0.29,0.87,0.58,0.87,8.14,5.23,2.33,0.58,197,1594241
2812,56.78,88.45,25.99,72.98,19.26,15.01,85.56,57.29,18.39,9.42,1.46,2.24,3.63,1.39,0.71,8.96,8.68,13.58,8.75,6.19,6.69,0.82,16.47,4.16,2.2,1.49,1.1,1.35,3.17,2.84,0.32,0,0.07,0.11,10.88,0.14,0.11,0.18,1.67,11.77,2.28,2.95,2.38,1.81,1.21,2.49,3.81,1.6,0.96,0.85,1.32,0.5,0.25,0,0.57,7.25,2.84,1.46,2.06,1.14,0.25,3.38,11.06,1.1,14.69,2.84,7.97,4.34,2.6,0.96,0.21,0.32,0.04,0.04,0.32,0,0.04,0.18,0.07,0.04,19.63,6.15,5.73,2.13,0.18,0.21,0,0.36,0.14,3.27,1.42,0.04,946,411647
1908,29.19,69.82,69.48,47.06,14.91,13.26,88.73,59.28,20.86,10.32,3.62,3.14,1.78,1.26,0.52,10.53,6.97,11.53,10.38,6.5,7.39,1.99,19.6,4.09,1.68,1.57,2.67,1.62,3.77,2.46,1.31,0.1,0.63,0.1,9.43,0.16,0.05,1.1,0.42,10.85,2.46,1.31,1.78,2.31,1,3.46,2.52,1.36,0.79,0.26,1.05,0.42,0.21,0,0.37,8.54,3.51,1.47,2.36,0.79,0.63,3.3,13.99,1.47,17.56,4.19,9.96,3.93,1,0.47,0.05,0.26,0.1,0,0.73,0.1,0.1,0.37,0.16,0,21.59,7.02,5.77,0.42,0.42,0.26,0,0.68,1.68,4.72,0.63,0,731,375491
4658,45.94,87.46,36.53,91.25,16.58,17.52,90.79,58.24,17.86,9.53,1.55,2.64,2.1,0.99,2.25,8.31,6.27,14.88,9.04,7,8.74,0.88,17.35,4.79,2.73,2.23,1.12,3.35,6.14,5.07,1.05,0.3,0.09,0.13,12.3,0.02,0.21,0.09,0.94,14.41,3.76,2.1,1.52,3.97,1.48,3.11,2.38,0.75,0.56,0.67,1.27,0.45,0.69,0,0.13,8.65,3.59,1.93,1.8,1.44,0.58,3.16,12.88,1.16,13.03,2.68,6.63,4.16,2.64,2.17,0.34,0.17,0.02,0.09,0.71,0.02,0.04,0.36,0.3,0.04,19.75,6.18,6.66,0.21,0.47,0.92,0.04,0.49,0.64,3.5,0.52,0.11,1678,1893522
2237,37.43,53.93,59.49,84.77,13.56,16.32,87.84,57,18.24,10.28,5.68,0.98,2.73,0.58,0.31,7.96,5.72,13.19,10.77,7.87,6.3,1.16,17.34,5.1,2.64,1.21,1.74,3.67,4.65,3.93,0.58,0.18,0,0.09,6.79,0.04,0.04,0.09,0.63,11.49,2.68,1.03,1.65,2.86,1.65,2.68,5.95,3.35,2.19,0.36,0.58,0.36,0.09,0,0.13,4.92,1.12,1.16,1.65,1.21,0.18,3.08,13.5,0.85,13.63,1.7,6.97,5.14,1.43,1.39,0.54,0.09,0.13,0.09,1.07,0,0,0.85,0.09,0.13,22.8,7.64,5.9,0.13,0,0.27,0,0.27,0.54,4.38,3.67,0,957,1314201
3903,72.13,74.83,43.78,52.18,15.43,14.94,83.19,57.19,13.71,5.51,0.74,1.36,2.2,0.61,0.59,8.15,9.84,15.12,9.94,6.53,6.71,0.79,16.71,3.41,1.49,1.95,2.84,1.69,2.97,2.18,0.77,0.08,0.13,0.1,6.64,0,0.03,0.03,0.64,9.12,1.54,1.46,1.49,2.87,0.97,1.95,2.97,1.9,0.56,0.26,0.85,0.56,0.15,0,0.08,6.64,1.54,1.1,2.49,1.43,0.61,3.31,12.32,1.38,17.93,1.95,11.02,5.15,1.46,0.36,0.1,0.41,0.08,0.05,0.44,0.03,0,0.26,0.15,0,19.4,7.05,6.05,0.05,0.03,0.33,0,0.49,0.72,4.33,0.36,0,1403,242975
2734,15.27,51.17,79.11,58.29,13.21,12.11,92.21,60.94,23.66,14.08,8.63,0.44,3.73,0.8,0.48,9.58,5.38,11.12,10.39,7.35,8.45,1.94,20.81,3.66,2.34,2.19,0.59,2.63,4.83,3.26,1.54,0.15,0.29,0.15,10.28,0.29,0.33,0.8,0.66,15.87,4.21,2.08,1.32,3.95,2.38,3.47,4.5,2.67,0.99,0.33,2.19,0.48,0.29,0.07,1.32,3.8,1.17,0.44,1.35,0.88,0.11,3.55,15.36,0.77,11.67,1.76,5.78,4.35,1.28,0.95,0.18,0.07,0.11,0.07,1.02,0.11,0.07,0.33,0.51,0.04,26.41,8.05,9.47,1.72,0.04,1.43,0.18,0.26,0.59,3.99,0.69,0,856,900005
5081,45.92,75.89,56.13,63.84,24.2,16.06,89.06,58.26,17.18,8.33,3.01,1.55,3.09,0.06,0.61,8.86,7.22,13.78,9.78,7.26,8.17,0.98,17.46,5.1,2.99,1.77,2.5,2.5,2.99,2.5,0.49,0.2,0.16,0.04,9.9,0.18,0.12,0.14,0.24,14.94,3.98,2.18,1.52,4.01,1.52,3.52,1.79,0.77,0.57,0.12,1.22,0.06,1.12,0.06,0.02,5.88,2.32,1.42,1.48,0.89,0.1,2.87,12.28,1.22,12.99,2.22,7.44,3.35,1.5,0.51,0.26,0.37,0,0.02,0.41,0,0.04,0.18,0.18,0,17.81,4.63,7.87,0.81,0.02,0.41,0,0.53,0.2,2.95,0.35,0.04,1711,554794
635,66.56,65.32,45.45,67.44,19.24,17.95,82.52,54.33,13.23,3.78,0.63,1.57,1.42,0.16,0,9.45,7.72,14.65,9.92,6.93,6.61,0.63,13.86,4.72,2.83,0.79,3.46,2.2,2.2,2.2,0,0,0,0,4.88,0.16,0,0,0.31,10.24,1.42,3.15,0.63,1.1,1.42,2.68,4.72,4.09,0.47,0.16,0.47,0.31,0,0,0,7.4,2.05,1.57,3.46,0.63,0,1.26,11.81,1.26,16.38,2.05,9.76,4.72,0.79,0.47,0,0.31,0,0,0,0,0,0,0,0,17.8,5.83,6.46,0.16,0.16,0,0,1.73,0,3.15,0.31,0,238,457492
1696,40.57,28.57,77.79,76.9,19.06,17.98,89.8,60.44,19.28,12.56,9.61,0.65,0.88,0.59,0.83,6.72,7.55,12.21,9.43,6.54,7.72,1.06,17.69,2.83,1.71,1.89,2.18,2.3,3.36,3.01,0.24,0,0,0.06,6.25,0.29,0.24,0.41,0.94,9.67,1.95,2.42,0.71,1.47,1.3,2.77,2.42,1.12,0.88,0.24,0.77,0.24,0.24,0,0.29,6.6,1.24,2.42,1.95,1.06,0.18,9.08,8.2,1,12.56,1.71,4.95,5.96,5.13,1.53,0.47,0.94,0,0,0.29,0,0,0.06,0.24,0,18.34,5.66,7.61,0.47,0,0.41,0,0.77,0.47,1.53,1.42,0,1089,438972
1251,66.39,79.93,34.6,70.86,15.84,16.07,87.53,57.55,14.39,6.79,1.04,2.56,1.92,0.16,1.12,7.59,9.19,14.79,9.27,6.71,7.35,1.28,16.63,2.4,1.28,2.08,3.04,2.48,3.28,2.8,0.4,0,0.16,0.16,8.71,0.08,0,0.24,0.4,10.63,2.4,2.08,0.96,1.04,2.16,2.4,4.16,2.4,0.32,1.12,1.28,0.64,0.56,0.08,0,5.36,2.96,0.96,0.88,0.8,0,4.08,11.03,1.2,13.91,2.48,7.35,4.4,2.08,0.96,0.4,0.48,0.8,0.16,0.56,0.08,0,0.4,0.08,0,15.83,6.31,5.44,0.16,0.08,0.8,0,0.16,0,2.24,0.64,0,429,482996
3227,33.38,56.16,61.86,46.31,13.12,14.22,89.34,57.67,19.27,10.29,6.04,0.74,2.36,0.87,0.28,8.99,6.54,12.33,9.23,7.53,8.83,0.96,18.5,3.75,2.73,2.26,1.18,1.8,3.44,2.26,1.15,0.12,0.22,0.12,7.41,0.43,0.28,0.15,1.36,12.52,3.19,2.73,1.15,3.13,1.21,1.95,3.07,1.46,0.74,0.65,1.02,0.4,0.28,0.06,0.28,4.8,1.21,0.71,1.15,1.49,0.46,6.35,10.13,0.84,13.63,2.14,6.94,4.83,4.09,1.27,0.25,0.37,0.03,0,0.93,0,0.28,0.4,0.25,0.15,25.97,7.53,11.62,0.5,0.4,1.02,0.06,0.65,0.43,3.72,0,0.03,1026,241858
